player_id,player_name,shirt_number,position,substitute,date_of_birth,team,opponent,team_id,opponent_id,home_away,match_id,match_date,liga,peso_liga,minutes_played,rating,goals,assists,birth_year,age,is_u23
34391,Facundo Roncaglia,4,D,False,539913600,San Telmo,Deportivo Morón,213361,93109,away,15275509,05/04/2026,Primera B Argentina,0.85,90,6.4,0,0,1987,39,False
816609,Fabián Henríquez,6,D,False,802569600,San Telmo,Deportivo Morón,213361,93109,away,15275509,05/04/2026,Primera B Argentina,0.85,59,6.6,0,0,1995,31,False
1535522,Gabriel Paredes,3,D,False,1071187200,San Telmo,Deportivo Morón,213361,93109,away,15275509,05/04/2026,Primera B Argentina,0.85,32,6.8,0,0,2003,23,True
1092607,Matias Ledesma,8,M,False,922752000,San Telmo,Deportivo Morón,213361,93109,away,15275509,05/04/2026,Primera B Argentina,0.85,70,6.8,0,0,1999,27,False
2044374,Renzo Uriburu,5,M,False,1055894400,San Telmo,Deportivo Morón,213361,93109,away,15275509,05/04/2026,Primera B Argentina,0.85,59,6.5,0,0,2003,23,True
859658,Javier Iritier,10,M,False,787881600,San Telmo,Deportivo Morón,213361,93109,away,15275509,05/04/2026,Primera B Argentina,0.85,90,7.2,0,0,1994,32,False
789949,Lucas Baldunciel,11,F,False,701222400,San Telmo,Deportivo Morón,213361,93109,away,15275509,05/04/2026,Primera B Argentina,0.85,59,7.2,0,0,1992,34,False
1182417,Franco Tisera,9,F,False,623721600,San Telmo,Deportivo Morón,213361,93109,away,15275509,05/04/2026,Primera B Argentina,0.85,90,6.8,0,0,1989,37,False
2468955,Emanuel Alejandro Díaz,13,D,True,879120000,San Telmo,Deportivo Morón,213361,93109,away,15275509,05/04/2026,Primera B Argentina,0.85,58,6.9,0,0,1997,29,False
1086331,Elías Britez,14,M,True,984268800,San Telmo,Deportivo Morón,213361,93109,away,15275509,05/04/2026,Primera B Argentina,0.85,31,6.5,0,0,2001,25,False
1110286,Martín Batallini,19,F,True,682560000,San Telmo,Deportivo Morón,213361,93109,away,15275509,05/04/2026,Primera B Argentina,0.85,31,6.3,0,0,1991,35,False
1807648,Román Alejandro Gamarra Escobar,18,D,True,1011830400,San Telmo,Deportivo Morón,213361,93109,away,15275509,05/04/2026,Primera B Argentina,0.85,31,6.7,0,0,2002,24,False
146950,Matías Laba,15,M,True,692409600,San Telmo,Deportivo Morón,213361,93109,away,15275509,05/04/2026,Primera B Argentina,0.85,20,6.4,0,0,1991,35,False
895204,Milton Álvarez,1,G,False,601776000,Gimnasia Jujuy,Patronato,5292,43741,home,15275511,05/04/2026,Primera B Argentina,0.85,90,7.8,0,0,1989,37,False
950814,Delfor Minervino,4,D,False,829094400,Gimnasia Jujuy,Patronato,5292,43741,home,15275511,05/04/2026,Primera B Argentina,0.85,90,6.9,0,1,1996,30,False
1383864,Juan Pablo Córdoba,6,D,False,1056585600,Gimnasia Jujuy,Patronato,5292,43741,home,15275511,05/04/2026,Primera B Argentina,0.85,90,7.4,0,0,2003,23,True
295165,Guillermo Cosaro,2,D,False,605232000,Gimnasia Jujuy,Patronato,5292,43741,home,15275511,05/04/2026,Primera B Argentina,0.85,90,8.1,1,0,1989,37,False
895230,Emiliano Endrizzi,3,D,False,762998400,Gimnasia Jujuy,Patronato,5292,43741,home,15275511,05/04/2026,Primera B Argentina,0.85,90,6.9,0,0,1994,32,False
246161,Hugo Soria,5,M,False,635126400,Gimnasia Jujuy,Patronato,5292,43741,home,15275511,05/04/2026,Primera B Argentina,0.85,90,7.0,1,0,1990,36,False
1126884,Francisco Maidana,7,M,False,1009584000,Gimnasia Jujuy,Patronato,5292,43741,home,15275511,05/04/2026,Primera B Argentina,0.85,79,7.6,0,0,2001,25,False
943167,David Gallardo,8,M,False,857088000,Gimnasia Jujuy,Patronato,5292,43741,home,15275511,05/04/2026,Primera B Argentina,0.85,86,6.9,0,0,1997,29,False
1018449,Pablo Argañaraz,9,M,False,900979200,Gimnasia Jujuy,Patronato,5292,43741,home,15275511,05/04/2026,Primera B Argentina,0.85,64,6.9,0,0,1998,28,False
943794,Francisco Molina,10,M,False,655344000,Gimnasia Jujuy,Patronato,5292,43741,home,15275511,05/04/2026,Primera B Argentina,0.85,64,7.3,0,0,1990,36,False
47333,Cristian Menéndez,11,F,False,575942400,Gimnasia Jujuy,Patronato,5292,43741,home,15275511,05/04/2026,Primera B Argentina,0.85,86,6.8,0,0,1988,38,False
981329,Axel Pinto,19,M,True,969235200,Gimnasia Jujuy,Patronato,5292,43741,home,15275511,05/04/2026,Primera B Argentina,0.85,26,6.9,0,0,2000,26,False
1094073,Mauro Cachi,18,M,True,903744000,Gimnasia Jujuy,Patronato,5292,43741,home,15275511,05/04/2026,Primera B Argentina,0.85,26,6.8,0,0,1998,28,False
1615360,Gonzalo Villarreal,13,D,True,890179200,Gimnasia Jujuy,Patronato,5292,43741,home,15275511,05/04/2026,Primera B Argentina,0.85,11,6.6,0,0,1998,28,False
1183525,Octavio Bianchi,20,F,True,812851200,Gimnasia Jujuy,Patronato,5292,43741,home,15275511,05/04/2026,Primera B Argentina,0.85,4,6.6,0,0,1995,31,False
1119881,Federico Paradela,16,M,True,994118400,Gimnasia Jujuy,Patronato,5292,43741,home,15275511,05/04/2026,Primera B Argentina,0.85,4,6.6,0,0,2001,25,False
872392,Alan Sosa,1,G,False,830563200,Patronato,Gimnasia Jujuy,43741,5292,away,15275511,05/04/2026,Primera B Argentina,0.85,90,6.3,0,0,1996,30,False
992108,Walter Rueda,4,D,False,881020800,Patronato,Gimnasia Jujuy,43741,5292,away,15275511,05/04/2026,Primera B Argentina,0.85,90,6.5,0,0,1997,29,False
992966,Franco Meritello,2,D,False,826588800,Patronato,Gimnasia Jujuy,43741,5292,away,15275511,05/04/2026,Primera B Argentina,0.85,90,6.7,0,0,1996,30,False
